Sentense,Tag
"Это такой же бак, как муравьиные круги смерти.",0.0
"И он также говорит нам, что в роевом интеллекте есть четкий алгоритм.",0.0
"Да, он сбоит, но он есть, и это главное.",0.0
"А значит, мы, люди, тоже можем его использовать.",0.0
"То есть впервые за 8000 лет не просто тупо украсть продукт его, результат его деятельности.",0.0
Прям мертв.,0.0
А скопировать его алгоритм.,0.0
Наверняка вы видели шоу квадрокоптеров.,0.0
"Думаю, если показать его неконтактному племени, вроде там сентинельцев, можно легко сойти за их бога.",0.0
"Просто делаем в Cinema 4D фигурку, нужную для них скопьем, и посылаем коптеры лететь над их островом по заранее прописанным траекториям.",0.0
Но что если у них откажет система навигации?,0.0
Все эти сотни дронов просто изящно поврезаются в друг друга и грохнутся на землю.,0.0
"Поэтому вместо того, чтобы следовать за скриптованной траекторией, им лучше лететь роем, как пчелы.",0.0
"Пусть они оглядываются друг на друга, импровизируют и подстраиваются под соседей.",0.0
Так вместо тысяч программ для полета понадобится всего одна для поведения.,0.0
И она у нас уже есть.,0.0
"Каждая точка это пчела, которой ввели всего три правила.",0.0
Первое.,0.0
Не врезайся в других пчел.,0.0
Второе.,0.0
"Лети туда, куда изначально договорились.",0.0
Третье.,0.0
Держись ближе к центру роя.,0.0
"По этим же правилам устроены мурмурации тысячи птиц или косяк сардин, которые вводят в ступор хищников.",0.0
"Те просто не могут концентрироваться на одной цели и, растерявшись, не понимают, что делать.",0.0
"И точно так же стадо оленей при угрозе начинает бегать по кругу, ставя в центр самых слабых, самых одетенышей.",0.0
"Для того, чтобы до центра, во-первых, не смог добраться хищник, но по периферии хищник теряется и не может поймать одного оленя.",0.0
"Потому что их очень много, и они быстро поносятся перед ним.",0.0
Всего три правила.,0.0
"Не врезайся, двигайся куда надо и держись в центре.",0.0
"Если перенести их в компьютерную симуляцию, мы каждый раз будем получать уникальный полет.",0.0
И мы так уже делали.,0.0
"Вы могли не знать, но вот эти вот существа из первого Half-Life летали именно по таким правилам.",0.0
"Загружаем похожую программу в физические дроны, и вот они уже летят в стаи, сохраняют дистанцию, облетают препятствия и могут следовать за человеком.",0.0
"Итак, Слизевик строил маршруты железных дорог.",0.0
"Муравьи решали задачи, на которые не способен суперкомпьютер, а пчелы выступают на собраниях и летают слаженным роем.",0.0
Так какой из этих роевых интеллектов самый мощный?,0.0
Спрошу иначе.,0.0
Что больше всего влияет на его способности?,0.0
Давайте порассуждаем.,0.0
"Чем меньше детали конструктора, тем более сложную фигуру из него можно собрать.",0.0
"Чем меньше транзисторы, тем больше их можно напихать в чип.",0.0
Это же правило работает и в биологии.,0.0
Самый совершенный роевой интеллект должен быть самым многочисленным и собираться из самых маленьких существ.,0.0
Присмотритесь к своим зубам.,1.0
"Если на них есть пятнышки и налет, то, поздравляю, один роевой интеллект осознал свою численность в нем и начал захватывать ваш рот и тараформировать его под себя.",1.0
Зубной налет — это так называемая биопленка.,1.0
"Микроскопические существа создали ее, чтобы спокойно выделять кислоту, растворять им масть зуба и заязать внутрь в виде кариса.",1.0
"Уже догадались, что это за роевой интеллект?",1.0
"Правильно, это бактерии.",1.0
"Когда бактерии собираются толпой, они буквально чувствуют, что нас много.",1.0
И самое время подключать роевой интеллект.,1.0
Это так и называется чувство кворума.,1.0
"Кворум — это минимальное число членов собрания, которое необходимо, чтобы принять какое-то там важное решение.",1.0
"Например, оно есть в парламенте, чувство кворума.",1.0
В вашем дачном ТСЖ есть кворум.,1.0
И оно же есть еще и у бактерий.,1.0
Это вибриофишери.,1.0
"Когда их собирается 100 миллиардов на миллилитр,",1.0
"они чувствуют друг друга, и вся колония начинает светиться.",0.0
"Этим пользуется гавайский кальмар, который специально разводит этих бактерий по всему своему телу.",0.0
Зачем?,0.0
Чтобы светиться изнутри и не отбрасывать тень на рыб.,0.0
"Они будут думать, что над ними светятся звезды.",0.0
"Ровно до того момента, как это звездное скопление их не сожрет.",0.0
"Кальмар даже может настраивать яркость бактерий, давая им разное количество еды.",0.0
Как в притче про двух волков.,0.0
"Помните, кого покормишь, тот и сильней.",0.0
Только тут сильней становятся бактерии.,0.0
"Для них, как и для других существ, еда это главный стимул.",0.0
Дайте им немного времени.,0.0
"Или так, дайте им достаточное количество времени, и они сожрут кого угодно и что угодно.",0.0
Эти миксобактерии во время охоты сцепляются волосками и начинают нападать синхронными волнами.,0.0
Такую биопленку ученые называют волчьей стаей.,1.0
И не просто так.,1.0
"Смотрите, как она разрывает в клочья колонию кишечной палочки.",1.0
"А когда пища заканчивается и идти больше некуда, бактерии хитро отращивают маленькие грибочки со спорами, которые разлетятся дальше и породят новых бактерий.",1.0
"Атакуют толпой, как муравьи,",1.0
"сэвят потомство, как слезовики, и термоформируют среду, как термитники.",0.0
"Но главное преимущество бактерий в том, что их дофига.",0.0
"Прямо сейчас встаньте на весы и отнимите, или вспомните, когда вы последний раз взвешивались, и отнимите от общей массы 2-3 килограмма.",0.0
И вот 2-3 килограмма это есть бактерии внутри вас.,0.0
"Теперь осознайте, насколько их много.",0.0
Не осознали?,0.0
Окей.,0.0
"Их больше, чем клеток в вашем организме.",0.0
"Хотя, смотря как посмотрите, если сходить так хорошо в туалет, их становится меньше, чем ваших клеток.",0.0
"Да, потому что большая часть бактерий оседает в кишечнике, в прямой кишке.",0.0
"Без них вы не могли бы переваривать, например, овощи или молочку.",0.0
"Но весь вопрос в том, что они требуют взамен.",0.0
"Чтобы понять это, ученые взяли эти две группы мух.",0.0
"Одних насекомых кормили крахмалом, чтобы в них расплодились лактобактерии, а других сахаром, чтобы лактобактерии, наоборот, померли.",0.0
"Когда насекомых выпустили, мухи из разных групп отказались размножаться и тупо разлетелись в две кучки, сахарную и крахмальную.",0.0
"Но как только всех накормили одинаково и микрофлора выровнялась, мухи мигом спарились друг с другом.",0.0
"Понимаете, что произошло?",0.0
Бактерии в кишечнике управляли самым важным в жизни мух — размножением.,0.0
Они будто приказывали.,0.0
"Раз я в твоем кишечнике, то ищи партнера с моим партнером в кишечнике.",0.0
Опа.,0.0
И тут возникает интересный вопрос.,0.0
Влияют ли как-то бактерии в нашем кишечнике на нашу жизнь?,0.0
"То есть, как-то могут они нами управлять?",0.0
У нас есть гипотезы.,0.0
Они довольно странные.,0.0
"Одни бактерии могут косвенно повышать IQ, другие — приводить к депрессии, а третьи влияют на способности к математике.",0.0
"Да, если хотите отдельный выпуск про то, как микрофлора рулит нашим поведением, ну, рулит нашей жизнью в целом, пишите в комментариях абсолютно точно после того, как оцените мою бороду от 0 до 10.",0.0
"Мы помним, да?",0.0
"Важно сначала борода, потом, хотим ли мы выпуск про кишечник.",0.0
Я лично хочу.,0.0
"Правда, это вот моя слабость.",0.0
А мы подходим к самому интересному.,0.0
"Прямо сейчас мы поймем не только то, какой у бактерий роевой интеллект, но и как вообще роевые интеллекты зарождаются в природе.",0.0
"Это Ричард Лэнски, и в его руках эксперимент, который он начал 36 лет назад.",0.0
"В холодильнике рядом с ним то, во что не верят сторонники теории заговора и божьего замысла.",0.0
"Там эволюция, которую можно увидеть собственными глазами.",0.0
Но начнем сначала.,0.0
1988 год.,0.0
Еще молодой Ричард рассаживает 12 бактерий кишечной палочки в 12 разных колб.,0.0
"Каждый день он кормит их глюкозой, а они в ответ начинают бурно расти.",0.0
А насколько бурно?,0.0
Вот вам на смену поколений нужно сколько?,0.0
"Около 20 лет, а бактериям нужно около часа.",0.0
Каждый день их количество увеличивается в сотню раз.,0.0
"Так что Ричарду приходится разбавлять бактерии 1 к 100, почти как гомеопату.",0.0
Чтобы те не умерли от перенаселения.,0.0
"В результате, за время эксперимента в колбах сменилось больше 74 тысяч поколений.",0.0
"Через каждые 500 поколений он замораживал образцы, чтобы сравнивать их с будущими потомками.",0.0
"36 лет каждый день, без выходных, Ричард кормил бактерии.",0.0
"Расселял маленькую часть из них по колбам, а остальные 99% уничтожал в этой печи.",0.0
"Так продолжалось день ото дня, пока внезапно одна из 12 колб не помутнела.",0.0
"Сначала Ричард подумал, что это какое-то загрязнение.",0.0
"Но когда понял в чем дело, о нем заговорила все научное комьюнити.",0.0
"Колба стала мутной, потому что бактерии в ней расплодились настолько, что они с трудом могли пропускать солнечный свет.",0.0
"Оказалось, что все годы они без остановки мутировали, чтобы однажды сделать свою жизнь чуточку лучше.",0.0
"И вот, во время очередной мутации, одна маленькая бактерия, пусть это будет она, поняла, что цитрат натрия, в котором все они плавают, тоже можно есть.",0.0
"Это все равно, что мы, прилетев на Марс, эволюционируем настолько, что сможем есть не только картошку, но и марсианский грунт, в котором мы ее выращиваем.",0.0
"Та бактерия, как муравей, который случайно нашел новую удачную тропинку.",0.0
"Мгновение спустя все остальные пошли по ней, и это раскрыло нам весь бактериальный алгоритм, который работает в два шага.",0.0
Шаг первый.,0.0
"Размножайся как можно быстрее, чтобы хотя бы один потомок из триллионов получил мутацию.",1.0
Шаг второй.,1.0
Не жадничай.,1.0
"Как только получил мутацию, тут же передавай с помощью горизонтального переноса генов эту мутацию всем вокруг.",1.0
"Горизонтального, значит, внутри одного поколения.",1.0
"То есть не потомкам, а братьям с сестрами.",1.0
"Представьте, что вам понравился мой цвет глаз, вы жмете мне, дотрагивайтесь до руки, и вот у вас такой же глаз.",1.0
Вот и все.,1.0
Вот так работает у бактерий.,1.0
"То есть, как-то вот так.",1.0
"Используя всего лишь эти два правила, в 2014 году бактерии Ричарда пошли еще дальше.",1.0
"Те из них, что не научились есть цитрат, стали есть продукты жизнедеятельности тех, кто ест цитрат.",1.0
кто ест цитрат.,0.0
То есть вместо конкуренции они выбрали коллаборацию.,0.0
"И в Колбе зародилась уникальная экосистема, где одни подъедают за другими.",0.0
Это и есть эволюция.,0.0
"Она научила бактерии забираться в кальмарах и светиться, диктовать мухам, с кем спариваться, находить новые источники пищи и даже создавать сложные сообщества в закрытых колбах.",0.0
"Эксперимент Ричарда Ленски доказал, что эволюция происходит не только под влиянием внешних событий, вроде там падения метеорита.",0.0
Эволюция идет всегда.,0.0
И прямо сейчас похожий эксперимент происходит уже в мировом масштабе.,0.0
В океане плавает огромное количество колб с собственной эволюцией внутри.,0.0
Это PET-бутылки и разный другой пластик.,0.0
"На нем развиваются особые биопленки, которые так и называются пластисферы.",0.0
"Это уникальная экосистема, где вся пищевая цепочка перестроилась под жизнь в пластике.",0.0
А бактерии научились есть сам пластик.,0.0
"Они выработали ферменты, которые буквально разрывают его полимерные цепочки.",0.0
"В итоге для каждого популярного вида пластика уже нашлась бактерия, которая его разлагает.",0.0
"Возможно, так же, как 8000 лет назад мы забирали у пчел мед, мы научимся забирать у бактерий их противопластиковые ферменты.",0.0
Эволюция это и есть самый большой и мощный роевой интеллект на планете.,0.0
Именно благодаря ему амебы могут превращаться в слизивика.,0.0
"Муравьи могут строить мосты, а пчелы обучают друг друга на языке танцев.",1.0
Алгоритм этого роевого интеллекта помогает развиваться всему живому на планете.,1.0
А может быть и за ее пределами тоже.,1.0
"Станислав Лэм в романе «Непобедимый» рассказывает, как на планете Регес-3 происходила эволюция давно забытых там роботов.",1.0
"Первые образовывали огромные ветвистые структуры, похожие на подземные небоскребы.",1.0
Вторые уменьшились и стали похожи на растения.,1.0
"Наконец, третьи решили брать числом и превратились в бесчисленный рой из робомух.",1.0
Именно он и стал непобедимым.,1.0
"Робомушки выводили из строя самую мощную технику защиты из силовых полей, прямо как муравьи, которые толпой прогрызают птичье яйцо.",1.0
"В результате люди поняли, что роем не враг.",1.0
"В процессе эволюции он стал частью природных сил планеты, а со стихией бороться бессмысленно.",1.0
"Просто нужно признать, что не все в этом мире создано для нас.",1.0
"Ну а мы с вами теперь понимаем,",1.0
"Кто-то назовёт Ленина, кто-то Рузельта или Черчилля, кто-то Махатму Ганди.",1.0
"Если человек далёк от политики, он может назвать Эйнштейна, Уолта Диснея или Братьев Райт.",1.0
"Но вы даже не представляете, сколько наших бытовых привычек, включая привычки вредные, как мы одеваемся, что мы едим, что пьём, появились из-за человека, о котором знает узкий круг специалистов.",1.0
"Человека, статья Википедии о котором в два раза короче статьи о группе Иванушки Интернешнл.",1.0
"Я всю профессиональную карьеру был связан с медиа, пиаром и диджитал индустрии и преподаю историю политической пропаганды.",1.0
"Многим, даже среди моих студентов, кажется, что мы сами руководим своей жизнью.",1.0
"Но это тоже иллюзия, которую нам навязали люди,",1.0
стоявшие у основания индустрии пиара.,0.0
"Пока вы будете смотреть этот ролик, вы много раз будете ловить себя на мысли, что такого просто не может быть, что это совпадение или выдумка.",0.0
"Но здесь будут только факты, которые подтверждены рассекреченными документами, финансовыми отчётами и монографиями.",0.0
"Многие истории легко гугляться, но про них мало кто в курсе.",0.0
"Потому что мало кому в индустрии хочется, чтобы все знали, как на самом деле работают реклама и пиар.",0.0
"В этом видео вы узнаете, из-за чего люди пьют пиво и едят бекон, зачем молодожены покупают кольца с бриллиантами на помолвку и почему бабушка курит трубку.",0.0
"Вы поймёте, как работает пропаганда, почему маркетологи знают нас лучше нас самих и к чему приводит чёрный пиар в руках нацистов.",0.0
"Фанаты сериала Мэдмен, для вас тоже будет несколько заготовок.",0.0
"Сегодня мы будем говорить о том,",0.0
"как пропаганда, реклама и пиар полностью поменяли наш образ жизни.",1.0
"А главный герой этого выпуска — Эдвард Бернейс, отец современной пропаганды и всего, что связано с пиаром и рекламой.",1.0
"Человек, который родился при Александре Третьем, а умер при Ельцине.",1.0
"Сумрачный гений, без которого 20-й век был бы совершенно другим.",1.0
"С вами Фаеб, вы на канале, где интересные истории не просто рассказывают, но и пытаются объяснить.",1.0
Эдди Бернейс родился в Вене в 1891 году в очень непростой семье.,1.0
Дедушка — главный раввин всего Гамбурга и родственник поэта Гейна.,1.0
"Все родня — медики, госслужащие и писатели.",1.0
"А дядя, ни много ни мало, Зигмунд Фрейд.",1.0
Дядя причем двойной.,1.0
"Мама Эдварда была сестрой Фрейда, а папа — братом его жены.",1.0
"Пока Эдди еще ходил под стол, Фрейд уже делал первые шаги психоанализа.",1.0
Разница в возрасте у них была 35 лет.,1.0
Через пару лет отец Бернейса перевез семью в Америку.,1.0
"Он был довольно успешным бизнесменом,",1.0
но тяжелым человеком и тираном в семье.,0.0
В 10 лет Бернейс полюбил чтение.,0.0
"Сам Бернейс говорил, что подтолкнул к этому его довольно простой для подрастающего мальчика вопрос — как устроен секс.",0.0
"Спрашивать у родителей было как-то неудобно, поэтому пришлось разбираться самому.",0.0
"Каким бы папа ни был тираном, денег на образование он не жалел.",0.0
"Бернейс окончил частную школу, а бакалавром стал в области сельского хозяйства в престижном университете.",0.0
"Потом он признавался, что знания о том, как правильно вспахивать землю, ему особо не пригодились.",0.0
Ему было интересно другое — как идеи и слова могут перепахать судьбы и поведение людей.,0.0
"Одной из его первых работ был Бродвей, куда он устроился на должность пресс-секретаря-фрилансера.",0.0
"Индустрия была довольно молодая, и подход там был простой.",0.0
"Есть новая постановка, куда надо продавать билеты.",0.0
Давайте будем умолять газеты что-то написать про них на последней полосе воскресного выпуска.,0.0
"Актеры молодцы, сценарий логичный, не шоу, а блеск.",1.0
Тот Бернейс предложил неординарный подход.,1.0
"Он поднялся на уровень выше и расставил акценты на историях, которые стоят за бродвейскими шоу.",1.0
"Новый спектакль о том, как капиталисты эксплуатируют угольщиков — делаем акцент на проблемах капитализма и судьбе простого американского трудящегося, а не на том, как кто-то кого-то сыграл.",1.0
"История про сирот — говорим, что постановка прогрессивная, потому что общество замшело, а дети заслуживают любви и заботы.",1.0
"А еще лучше — просто выпустить о сиротах статью, где название постановки будет ненавязчиво упоминаться раза три.",1.0
"Вначале, в середине и ближе к концу.",1.0
Пиарщики называют такой трюк «отравленный сэндвич».,1.0
"Если вам нужно донести что-то до аудитории, окружите это что-то любопытной или полезной",1.0
"историей, и внутри ее уже донесите или продайте аудитории то, что вам нужно.",0.0
"Отдельная история, как Бернейс пиарил русский балет, а именно русские сезоны Сергея Дягилева.",0.0
На тот момент сезоны уже прошли в Европе и вызвали настоящий фурор.,0.0
Но там с культурой русского балета все были примерно знакомы.,0.0
"В Америке никто не понимал, что пляски, странные костюмы и оркестровая музыка — это вершина искусства, а не какой-то фарс.",0.0
"Бернейсу надо было объяснить, почему каждый уважающий себя американец должен сходить на балет.",0.0
Что он сделал?,0.0
Шаг первый — расскажи о персоналиях.,0.0
"Не просто танцоры, а несравненный Нижинский и бесподобная Корсавина, представители великой балетной школы.",0.0
Шаг второй — разные истории для разных аудиторий.,0.0
Женщинам рассказываем о костюмах.,0.0
Состоятельных и прогрессивных мужчин очаруем невероятной музыкой и громкими именами.,0.0
Зрителям попроще впечатлим фотографии главной танцовщицы в обтягивающем платье Шахерезаде.,0.0
"Шаг третий — работаем с предрассудками и не пытаемся переломить то, что переломить нельзя.",0.0
"В одном журнале Бернейсу сказали, что не будут публиковать фотографии танцовщиц.",0.0
Вот на своем уме?,0.0
"А ничего, что у них юбки не до колена.",0.0
"И Бернейс заплатил 600 собственных долларов костюмерам, чтобы их перешили.",0.0
Очень внушительная на тот момент инвестиция сработала.,1.0
"Миллионы женщин по всей стране увидели костюмы, которые британская публика одобит.",1.0
Пиар-компания длилась почти два года.,1.0
К ее концу русский балет полюбила вся Америка.,1.0
"Консервативная страна раскрепостилась через танец и стала по-другому воспринимать свободу тела, движений и образов.",1.0
"Сегодня такое тяжело представить, но для начала 20 века русский балет был чуть ли не секс-революцией.",1.0
Но вскоре Америке стало не до искусства.,1.0
Началась Первая мировая война.,1.0
Гениальные маркетинговые идеи иногда возникают случайно.,1.0
"В 1949 году директор кредитной компании Фрэнк Макнамара забыл кошелек дома перед тем, как пойти в ресторан.",1.0
Пришлось неловко извиняться перед официантом и просить у людей взаймы.,1.0
"Чтобы таких ситуаций больше ни у кого не возникало, он придумал клуб любителей ресторанов.",1.0
"Этот клуб выдавал карточки,",1.0
"гости предъявляли их в заведениях, а в конце месяца расплачивались по счетам.",0.0
Так появились первые кредитки в их современном виде.,0.0
"Стоит ли говорить, какой успех ждал эту инновацию.",0.0
Кредитные карты обрастали все новыми функциями и становились все выгоднее.,0.0
Карта Тинькофф-Платиновым достигла на этом пути больших успехов.,0.0
Смотрите сами.,0.0
"Кредитный лимит до миллиона рублей, кэшбэк по спецпродолжениям от партнеров банка до 30%, бесплатные переводы на карты любых банков до 50 тысяч в месяц, а с подпиской Тинькофф Про до сотни, плюс рассрочка до 12 месяцев на любые покупки от 1000 рублей.",0.0
"Ее, кстати, можно подключить прямо в приложение.",0.0
А для оформления нужен только паспорт и минута времени.,0.0
Банк быстро примет решение о выдаче и карту вам могут доставить в день подачи заявки.,0.0
"Думаю, после новогодних трат эта карта пригодится многим, поэтому переходите по ссылке в описании к видео и ждите курьера с картой Тинькофф -Платиновым уже сегодня.",0.0
А мы продолжаем изучать наследие Эдди Бернейса.,0.0
Почти весь 19 век Америка прожила под доктриной Монро.,1.0
"Если кратко, мы не лезем к вам, вы не лезете к нам.",1.0
"Европейские монархии со своими проблемами отдельно, штаты с демократией отдельно.",1.0
В Европе за сто лет случилось больше 60 войн и восстаний.,1.0
"Америка, несмотря на гражданскую войну, крови и насилия видела в разы меньше.",1.0
"Когда в Европе разгорелась война, которая покончит с войнами, Америка довольно долго сохраняла нейтралитет и в целом была настроена пацифистски.",1.0
"Но после того, как немцы затопили несколько гражданских судов с американцами на борту, а займы союзникам превысили 10 миллиардов долларов, которые нельзя было потерять, штаты решили вступить в войну на стороне Антанты.",1.0
"Бернейс рвался на фронт, но не пустили пути.",1.0
"Смотря на солидную разницу в возрасте, 57-летний Фрейд говорил с 22-летним Бернейсом на равных.",0.0
"Бернейсу нравилось раскручивать модные фильмы, но эффект сплочения вокруг флага был сильнее.",0.0
"Бернейс хотел сделать все, чтобы помочь своей стране.",0.0
Тут его старые друзья свели его с членами Комитета общественной информации.,0.0
"Фактически, Министерство пропаганды Америки в Первой мировой.",0.0
"Главной задачей Комитета было объяснить гражданам, что времена изоляционизма Монро закончились.",0.0
Все для фронта.,0.0
"Демонизация врага, политинформация, мобилизация.",0.0
"75 тысяч волонтеров смогли мобилизовать и убедить ста миллионную нацию, что Америка обязана вступить в войну за тысячи километров от ее границ.",0.0
"Бернейс вспомнил методы, которые он применял на Бродвее, но для психологической войны.",0.0
"Его коллеги с трудом понимали, что он делал.",0.0
"Например, когда ему поручили работать с итальянскими военными, он не стал, как остальные, проговаривать в очередной раз, что немцы плохие, их надо убивать.",0.0
"Бернейс напечатал открытки, где были изображены великие итальянцы, которых почитает диаспора в Америке.",0.0
"Христофор Колумб, Джузеппе Гарибальди, объединивший Италию.",0.0
"Все ради сплочения антанты, куда входила и Россия.",0.0
Бернейс называл это бумажными пулями победы.,0.0
Вскоре и обычные пули сделали свое дело.,0.0
Страны начали вести переговоры.,0.0
"Бернейс оказался в шорт-листе из 16 человек, которые вместе с президентом Вудро Вильсоном отправились на мирную конференцию в Париже.",0.0
Неплохо для 28-летнего пиарщика.,0.0
"После того, как Бернейс вернулся обратно в Америку, он понял, что методы военной пропаганды можно было применять и в мирное время на простых гражданах.",0.0
Желательно при этом не использовать слово пропаганда.,0.0
Звучит слишком грубо.,0.0
"Лучше заменить его на более нейтральное — связи с общественностью, то есть пиар.",0.0
Пропаганда была плохим словом из-за немцев.,0.0
Я попытался найти какое-то новое слово.,0.0
Так появилось консультирование по связям с общественностью.,0.0
Важный момент.,0.0
"Если этот ролик разложить на облако понятий, то есть термины, которые будут употребляться чаще всего, троица лидеров будет такая.",0.0
"Пропаганда, пиар и реклама.",0.0
"Я сейчас не буду читать длинную лекцию и объяснять, чем эти три понятия отличаются.",0.0
Я поступлю как Бернейс.,0.0
"Дам понятный символ, ассоциацию, чтобы вы поняли, как мы их будем употреблять.",0.0
Это матрешка.,0.0
"Пропаганда, то есть манипулирование, управление общественным мнением — это база.",0.0
"Все инструменты маркетинга, пиара и рекламы, как ключевого маркетингового рычага, все там есть.",0.0
"Когда мы вынимаем из пропаганды политический и военный контекст,",0.0
мы получаем пиар.,1.0
"По сути, то же самое.",1.0
"Это облегченная версия пропаганды, где мы по-прежнему дирижируем общественным мнением, но чаще всего в интересах конкретного бренда, конкретной компании.",1.0
Реклама — это самая мелкая матрешка в этой троице.,1.0
Ее основная цель — рост продаж.,1.0
"Репутация и сила бренда, как в пиаре, рекламчикам интересны в десятую очередь.",1.0
Главное — выручка.,1.0
"И самое поразительное, что Бернейс, как Вильям Голас, игравший в лондонских Тоттенхэме, Арсенале и Челси, успел поиграть за все три команды — и пропаганду, и пиар, и рекламу.",1.0
Причем играл он виртуозно.,1.0
"Одним из его первых клиентов стала компания, которая придумала замороженную рыбу.",1.0
"В начале 20-х годов мало кто верил, что если рыбу заморозить, то она не испортится.",0.0
"Бернейс собрал большую группу ученых и диетологов, которые рассказывали о пользе нового продукта на рынке.",0.0
Но тогда Эдварду никто не поверил.,0.0
История оказалась публике слишком скользкой.,0.0
"Первый крупный успех Бернейса — это компания, которая делала сеточки для волос.",0.0
Вы наверняка видели их на архивных кадрах девушек начала века.,0.0
"После Первой мировой сетки вышли из моды, и компания пришла к Бернейсу за советом.",0.0
"Никаких маркетинговых исследований тогда, естественно, не было.",0.0
Был спрос — было предложение.,0.0
"Спрос упал — значит, это больше никому не нужно.",0.0
Надо думать над новыми продуктами.,0.0
Что сделал Бернейс?,0.0
Первое — пошел к главному иллюстратору журнала «Космополитен».,0.0
"Они начали обсуждать идеал женской красоты, и Бернейсу дико повезло.",0.0
"Этому работнику «Космополитена» очень нравилась так называемая греческая прическа, которую невозможно было сделать без той самой сетки для волос.",0.0
"Тогда они решили написать письма сотне других иллюстраторов модных журналов с вопросом, считают ли они греческую прическу красивой.",0.0
Те согласились.,0.0
Дальше по классике.,0.0
"Поддержка экспертов, пресс-конференция, публикация в газетах, а затем история разлетелась по женским клубам по всей стране.",0.0
Дальше.,0.0
Идем к комиссару здравоохранения Нью-Йорка.,0.0
"Человек он простоватый, прямой как шпала, но мы знаем, что он очень любит публичность.",0.0
"Приукрашиваем историю о том, что сетки для волос очень полезны для гигиены, а во время готовки вообще незаменимы.",0.0
"И он хватается за эту тему, сам убеждает своих коллег, созывает пресс-конференции, и неожиданно, абсолютно бесплатно идею подхватывает сенатор из Сиэтла, в другом конце страны, у которого в напитках в ресторанах постоянно плавали женские волосы.",0.0
"Затем идем к министру труда и убеждаем его, что сетки для волос необходимы на производстве для техники безопасности.",0.0
"Он тоже соглашается и начинает, не подозревая этого, работать на Бернейса.",0.0
"Вишенка на торте — юмор, который любую идею делает ярче и прикольнее.",0.0
"Идем в порт Нью-Йорка, где стиведоры планируют спускать на воду новую баржу.",0.0
"Платим им гонорар и просим назвать судно в честь компании, которая производит сетку для волос — Венида.",0.0
А затем собираем пресс-конференцию и презентуем слоган «Венида управляет волнами».,0.0
"Волны, как на воде и как волнистые волосы.",0.0
"А теперь представьте себе ничего не подозревающих американских женщин, которые никогда в жизни не сталкивались до этого с пиаром.",1.0
"Буквально в один момент все модельеры, министры труда и здравоохранения начинают в один голос твердить, что за сетками для волос будущее.",1.0
Вон еще Венида какую акцию креативную провела.,1.0
Самое время пойти и купить наконец-то уже себе эту сетку.,1.0
Так и произошло.,1.0
Продажи Вениды резко подскочили.,1.0
И тут Бернэйс окончательно убедился.,1.0
"Люди очень доверчивы, если не сказать жестче.",1.0
"Возможно, дело в авторитарном отце.",1.0
"Может быть, дело в дядюшке Фреде и их задушевных беседах.",1.0
"А может быть, все вместе.",1.0
Но Бернэйс всегда смотрел на людей свысока.,1.0
"Вот давайте возьмем фермера, который разводит коз и делает прекрасный козий сыр.",1.0
Ненавидит ли он своих коз?,1.0
Конечно нет.,1.0
"Он с ними работает, они его кормят в прямом и переносном смысле.",1.0
Но любой фермер прекрасно понимает.,1.0
Он наголову выше любой козы.,1.0
Тут та же ситуация.,1.0
Причем Бернэйс не был каким-то расистом.,1.0
В свое время он даже помогал обществу по защите прав цветного населения.,1.0
"Причем делал это на юге США в 20-е годы,",1.0
когда на каждого такого активиста находился мужчина в белом балахоне.,0.0
Дело было в другом.,0.0
"И античные, и современные философы всегда говорили, что демократия — несовершенная форма правления.",0.0
Представьте себя на корабле во время шторма.,0.0
Кому вы доверите штурвал?,0.0
Специально обученному опытному капитану?,0.0
"Или поступите демократически, проведете выборы, выслушаете все стороны и только потом дадите порулить выбранным членам экипажа в зависимости от того,",0.0
насколько они вас убедили.,1.0
"Так же думали отцы-основатели, когда рождалось американское государство.",1.0
У народа должна быть власть.,1.0
"Но при этом нужны механизмы, которые бы ограничивали массы.",1.0
"Нужны институты, четкие правила, никакой махновщины.",1.0
Так родилась их сложная система с выборщиками на президентских выборах.,1.0
Посредниками между народом и властью.,1.0
При желании выборщики могут вообще пойти против воли избирателя.,1.0
"Условно, штат проголосовал за Трампа, а выборщик, который должен по идее отдать голос Трампу, берет и поддерживает Байдена.",1.0
Такое как раз было в 16-м году.,1.0
"Хиллари Клинтон потеряла 5 голосов выборщиков, а Трамп потерял 2.",1.0
В 20-е годы прошлого века в Америке каждый четвертый темнокожий и примерно каждый десятый белый не умел читать.,1.0
В среднем по миру было еще,1.0
"хуже, 2 трети населения были безграмотными.",0.0
А теперь представьте себя на месте Бернейса.,0.0
"Небедная семья, успешные родственники, элитное образование.",0.0
"Ему ли было не знать, что публику легко можно ввести в заблуждение, чтобы заставить ее делать неправильные вещи или вещи, которые вы хотите, чтобы они для вас делали.",0.0
По этой логике людьми надо управлять.,0.0
Это был такой своеобразный просвещенный деспотизм.,0.0
"Бернейс сам писал, что вдохновлялся работами своего друга и другого известного теоретика общественного мнения Уолтера Липмана.",0.0
"Он упрекал людей в том, что они иногда становятся растерянным стадом и призывал поставить общественность на место.",0.0
Главный вывод Бернейса был простой.,0.0
Единственный способ спасти людей от самих себя это их контролировать.,0.0
"Послушайте, что об отце говорила родная дочка Бернейса.",0.0
"Люди работающие на него были тупыми, дети были тупыми.",0.0
